stationcode;name;capacity;coordonnees_geo
14003;Schoelcher - Raspail;50;48.83681733526843,2.3312794080411474
5018;Mutualité;37;48.848225572724,2.3502873256803
15106;Grenelle - Violet;35;48.84993035512154,2.294612042605877
5124;Erasme - Ulm;24;48.84264375274712,2.3445946723222733
32604;Square du Théâtre du Garde-Chasse;50;48.881287375060616,2.420119643211365
15046;Parc Georges Brassens - Brancion;29;48.83227829269761,2.3022570088505745
17028;Reims - Raymond Pitet;37;48.8888,2.296319
12115;Porte de Vincennes;33;48.846454,2.415514
16111;Faustin Hélie - Desbordes-Valmore;33;48.859403,2.276522
33003;Bordier - Félix Faure;48;48.90390751882016,2.3830059170722966
12126;Gravelle - Route du Bac;51;48.824407,2.418455
7014;Saint-François-Xavier;42;48.85154484769,2.3146149516106
17017;Gare de Pont-Cardinet;34;48.88713901475306,2.314494143994255
6103;Mézières - Rennes;55;48.85023459321703,2.3303819820284843
19109;Tanger - Place du Maroc;19;48.8862524447104,2.3689296841621403
22101;Gare Routière de Saint Cloud;31;48.84288183896324,2.222245037555695
18025;Mairie du 18ème;40;48.892939296937605,2.3445510864257812
18109;Pajol - Riquet;47;48.88960028134536,2.3628534749150276
18029;Emile Blemont - Poteau;39;48.8943782,2.3415122
35017;Toffier Decaux - Cartier Bresson;18;48.90165072551549,2.4017545580863957
31703;Sadi Carnot - François Mitterrand;27;48.87532687671517,2.4241617321968083
11010;Boulets - Faubourg Saint-Antoine;43;48.849259262115,2.3917546141943
9017;Lallier - Trudaine;29;48.88109246617963,2.3408224806189537
16112;Chernoviz - Raynouard;37;48.8569864146289,2.282173218142987
15003;Gare Montparnasse - Vaugirard;66;48.8418071798797,2.31951002690117
23903;Stade Gaston Bouillant;30;48.939958667023,2.3279571813836
31013;Centenaire - Sorins;45;48.85853523359734,2.4273508787155156
18001;Damrémont - Caulaincourt;18;48.88714509078738,2.3325880989432335
20202;Dupont de l'Eure - Gambetta;31;48.8679385,2.4003649
5028;Censier - Jardin des Plantes;28;48.84107178161383,2.355475388467312
21120;Docteur Calmette - Martre;30;48.898969358483,2.3086513252383
20117;Saint-Fargeau - Mortier;33;48.87266656122256,2.407912909984589
31101;Jules Guesde - Laennec;19;48.87628983900398,2.5006942078471184
22604;Hôtel de Ville de Fontenay-aux-Roses;34;48.790844603480856,2.2871455930319455
20007;Buzenval - Avron;50;48.851617204998654,2.401513597307666
42701;Charles Gide - Fort de Bicêtre;30;48.8071937956922,2.353984415531159
13109;Brillat-Savarin - Küss;21;48.822203,2.350422
13106;Bobillot - Paulin Mery;23;48.829899841747384,2.3543356766748507
15064;Javel - André Citroën;45;48.846276485475,2.2786368057131767
35007;Benjamin Delessert - Jean Lolive;21;48.89392043619345,2.417981922626496
23004;Paul Vaillant-Couturier - Victor Hugo;36;48.89819702263572,2.293848017974069
9027;Douai - Pierre Fontaine;25;48.88229101148092,2.33324121683836
12028;Vivaldi - Antoine-Julien Hénard;27;48.841923663276546,2.389728979467376
14032;Mairie du 14ème;32;48.83254578123,2.3254923149943
4006;Bourdon - Pont Morland;52;48.8478103,2.3659356
12037;Reuilly - Daumesnil;36;48.8395385,2.3972516
18034;Leibniz - Jean Dollfus;32;48.896328348515986,2.333390423834684
20104;Louis Lumière.;22;48.86216198070008,2.41112578185621
10034;Louis Blanc - La Chapelle;21;48.884008964514,2.3599335551262
9009;Square Montholon;21;48.876620377545024,2.3457641154527664
20006;Pyrénées - Plaine;12;48.85026702458,2.4062821269035
14137;Maurice d'Ocagne - General Maudhuy;30;48.82414282524159,2.3158789426088333
3011;Turbigo - Réaumur;31;48.86557404753054,2.3564198613166814
10027;Dunkerque - Alsace;20;48.879355,2.358379
22503;Joffre - Aigle;20;48.904033,2.245096
48005;Eugène Varlin - Place de la Paix;23;48.792862,2.363093
2004;Square Pierre Lazareff;17;48.867141720745806,2.348393350839615
1025;Oratoire - Rivoli;18;48.861342760889,2.3400047421455
12113;Cardinal Lavigerie;46;48.832934193699835,2.402636749399156
20010;Sorbier - Gasnier-Guy;34;48.86521763101122,2.39365965127945
23104;Quai de Sèvres - Manufacture Nationale;28;48.828688,2.22499
24101;Place Charles de Gaulle;24;48.826073335699,2.1894485725692
21704;Place du Maréchal de Lattre de Tassigny;27;48.821707715257055,2.2853431485432423
19121;Belleville -  Pré Saint-Gervais;21;48.875565910073,2.3930460959673
24005;Edith Cavell - Volta;33;48.901616564286975,2.269354350864887
21205;Arthur Auger - Jean Jaurès;26;48.813736445585235,2.3069277405738835
19001;Crimée - Ourcq;56;48.894104140316266,2.372946088467279
20011;Pyrénées - Dagorno;20;48.855425770695085,2.4051643162965775
11040;Temple - Jean-Pierre Timbaud;36;48.86446597201,2.3660597205162
22703;Place Jean Mermoz;30;48.9220937,2.2718348
21508;Georges Pompidou - Verdun;26;48.875481,2.232443
19045;Macdonald - Césaria Evora;67;48.89883,2.37933
26011;Ménil - Argenteuil;20;48.925901818305,2.2741496502338
10025;Jemmapes - Ecluses Saint-Martin;15;48.87748519186726,2.3660067468881607
12106;Gare de Lyon - Roland Barthes;68;48.84395729494058,2.3790882155299187
23203;Division Leclerc - Kléber;25;48.798666226364,2.2833752789972
21302;Aristide Briand - Place de la Résistance;25;48.82124248401006,2.2511002421379094
32017;Basilique;22;48.93626891059109,2.3588666820200914
17048;De Toqueville - Terrasse;30;48.882428,2.314002
8048;Marceau - Chaillot;21;48.868834023334,2.2986030816809
14013;Liard - Amiral Mouchez;14;48.8214169,2.342167
16110;Octave Feuillet - Albéric Magnard;21;48.86106902949534,2.2730283066630363
26003;Argenteuil - Voltaire;16;48.91864865955558,2.2814112156629562
12151;Gare de Lyon - Place Louis Armand;60;48.845515089794,2.3726498446286
19026;Place de Rhin et Danube;17;48.88192765861766,2.392586767673493
8034;Berri - Haussmann;35;48.874746047357135,2.3082953318953514
5004;Saint-Jacques - Val de Grâce;19;48.8417514,2.3413893
8045;Place de la Reine Astrid;54;48.864920982538,2.3025491823859
48010;Karl Marx;16;48.784527937293184,2.3646667979455587
13002;Arago - Glacière;27;48.83486054775774,2.3445770524322067
11035;Parmentier - Abel Rabaud;52;48.86921273836114,2.371688821240712
42504;Gare RER de Gentilly;30;48.814280450380224,2.3410347104072575
15201;Place Amédée Gordini - Lefebvre;38;48.83061737745,2.2920634208276
14036;Boulard - Daguerre;45;48.83446472680611,2.3293386027216907
41606;Pasteur - Gambetta;19;48.84572797384512,2.4236011505126953
33018;Edouard Poisson - Victor Hugo;30;48.91118557052621,2.379864752692811
14021;Place de la Porte de Châtillon;59;48.8242469,2.3186306
17037;Bayen - Pereire;22;48.881804409079656,2.2921088710427284
25005;18 juin 1940 - Buzenval;25;48.868807,2.185428
16018;Flandrin - Henri Martin;18;48.8643275,2.2724174
12201;Dugommier;53;48.838811048815,2.3896577954292
31705;Champeaux - Gallieni;50;48.864459134684644,2.4161778017878532
41604;Lagny - Joffre;31;48.84930687084088,2.417949736118317
7006;Quai Voltaire;32;48.858942986179,2.3314182047146
2010;Uzès - Montmartre;29;48.870790980240706,2.3431010171771054
20023;Pelleport - Belgrand;15;48.86500081847653,2.403980836377493
35003;Gabrielle Josserand - Edouard Vaillant;25;48.90271566255436,2.3933270573616032
15031;Théâtre - Lourmel;53;48.8482070397636,2.2898658737540245
21014;Hameau Fleuri - Marché;22;48.831448892608314,2.2412404417991643
16122;Route de la Muette - Porte de Neuilly;50;48.8798926,2.2587671
13122;Parc de Choisy;0;48.828156251575,2.3585135329033
20137;Borrégo - Gambetta;25;48.87330497045532,2.4014145880937576
19023;Manin - Simon Bolivar;26;48.87649965412676,2.379407362599104
32018;Franciade - Gabriel Péri;26;48.93261499331498,2.355954498052597
18014;Léon - Doudeauville;13;48.88832421845225,2.353573372638597
23005;Gare de Clichy-Levallois;26;48.89679827481989,2.2984680533409123
14128;Gergovie - Vercingétorix;29;48.83453413883994,2.313154547426182
12125;Pyramide - Parc Floral;50;48.837442,2.440452
21115;Chancé Milly - Cimetière Communal Sud;32;48.89687189382465,2.303922325372696
21702;Gare SNCF Vanves-Malakoff;51;48.819002163836444,2.292150005103606
10012;Vinaigriers - Magenta;25;48.8731167,2.3593052
10018;Square Alban Satragne;30;48.875388227727,2.3559567333359
44016;Balzac - Olympes de Gouges;28;48.77850332486751,2.4006786569952965
17123;Mstislav Rostropovitch - Berthier;18;48.892120821173975,2.309234105050564
41211;Louis Xavier de Ricard - Ancienne Mairie;34;48.84629899065091,2.472420372068882
12101;Charenton - Prague;26;48.848175129981,2.3763584494312
20022;Porte de Bagnolet;33;48.864707139122984,2.408344637349607
4108;Quai de Béthune - Pont de la Tournelle;25;48.85097433194032,2.356307208538055
17019;Phalsbourg - Villiers;20;48.88242307900951,2.3090453445911407
15111;Olivier de Serres - Leriche;25;48.83460221715206,2.2957482933998112
14022;Didot - Mariniers;35;48.82650543613106,2.313136198271666
19012;Lally-Tollendal - Armand Carrel;28;48.88270066221072,2.374717555940151
18136;Poulet - Barbès;0;48.887148,2.349064
6201;Saint Pères - Saint Germain;22;48.853729675265,2.3300181032703
18015;Custine - Ramey;41;48.888735896947,2.3469526693225
17021;Jouffroy d'Abbans - Villiers;34;48.88421554703737,2.3056533560156827
6026;Saint-Placide - Cherche Midi;66;48.8490535919234,2.325317971408367
5003;Le Goff - Gay-Lussac;35;48.8461024009786,2.3412207886576653
26012;Jardin Modèle - Pierre Boudou;18;48.914866710946,2.3057010525935
11022;Roquette - Auguste Laurent;16;48.858001906023354,2.381797702650783
14004;Port Royal - Hôpital Cochin;23;48.838608030238,2.3406994164846
20012;Buzenval - Vignoles;17;48.85385817168762,2.400004081428051
14009;Tombe Issoire - René Coty;36;48.83051287670899,2.3343613743782043
16116;George Sand - Jean de La Fontaine;29;48.84986918764119,2.268257387525699
18101;Championnet.;22;48.8953643,2.3498166
15114;Pasteur - Cotentin;33;48.8389284,2.316356
11029;Ménilmontant - Oberkampf;40;48.866617658681,2.3830134404158
14025;Jacquier - Didot;30;48.82953336292279,2.318179272115231
30005;Convention - Campus de Bobigny;32;48.914920058264,2.4172238067445
33019;Madeleine Vionnet;34;48.902519074064,2.3740895837545
8003;Galilée - Vernet;17;48.871715878697,2.2985444962978
18203;Lamarck - Saint-Ouen;40;48.891334555236,2.3272445342326
45005;Stalingrad - Général de Gaulle;26;48.823450589614,2.4965062363218
12165;Champs de Manoeuvre - Cartoucherie;20;48.835261,2.447974
23201;Avenir;45;48.8103438,2.3003776
17026;Jouffroy d'Abbans - Wagram;40;48.881973298352,2.301132157445
5016;Thouin - Cardinal Lemoine;17;48.84504716661511,2.3494647851273465
15068;Général Martial Valin - Pont du Garigliano;16;48.83823094269141,2.270506024360657
10115;Granges aux Belles;27;48.8761373390584,2.3680844979417
10029;Dunkerque - Rocroy;24;48.880726,2.351464
10161;Gare de l'Est - Faubourg-Saint-Martin;32;48.875642647477,2.3594588041306
21328;Verger - Colonel Guichard;29;48.816376985087,2.2670380088932
8201;Arsène Houssaye - Friedland;29;48.874510616163,2.2994716674148
16026;Ranelagh - Mozart;23;48.8554439,2.2704418
19043;Delphine Seyrig - Général Leclerc;53;48.893923963057865,2.39790290594101
8010;Liège - Moscou;17;48.8795431,2.3264628
46002;Rouget de Lisle;35;48.764615483395254,2.4071189761161804
10016;Récollets - Square Villemin;17;48.875034655883944,2.359801238597928
33102;Gabriel Péri - Francisco Ferrer;18;48.88633710236977,2.407338917255402
8054;Bertie Albrecht - Hoche;32;48.87614039826388,2.301303138307601
31708;Noisy le Sec - Jean-Baptiste Clément;22;48.87451538963655,2.415283620357514
21008;Victor Hugo - Galliéni;34;48.83802015441127,2.2460845112800603
26013;Quai du docteur Dervaux;26;48.910482,2.297998
92008;Hôtel de Ville de Nanterre;38;48.892371898250424,2.205548956990242
18012;Stephenson - Doudeauville;36;48.888537048944826,2.3561610281467438
17102;Alfred Roll - Berthier;28;48.887808570529,2.3000952981763
8033;Commandant Rivière;27;48.872933,2.309796
18141;Clignancourt - Sofia;19;48.88511992309783,2.34719488842051
12034;Pirogues de Bercy - Libourne;49;48.832308,2.38637
42207;Place des Marseillais;37;48.82663907252554,2.4059280753135686
5116;Place Valhubert;37;48.844182577315,2.3640366643667
43006;Vignerons - Minimes;29;48.841486,2.430793
14018;Porte d'Orléans;48;48.8227639,2.3249313
21032;Sèvres-Gallieni;27;48.837809408957,2.2281519323587
14122;Colonel Monteil - Brune;19;48.82650293311,2.3092747998272
17122;Bridaine - Lamandé;29;48.8862074,2.3206239
19040;Belleville - Télégraphe;41;48.8756045,2.3995549
17121;Square des Epinettes;20;48.89383909781389,2.325953990221024
13046;Eugène Oudiné - Dessous Des Berges;44;48.8256423,2.3750226
8038;François 1er - Montaigne;29;48.866887649978,2.3066755757207
9012;Rougemont - Poissonnière;30;48.871611569354755,2.345873080193996
15061;Square Desnouettes;22;48.83476837934194,2.284142297394666
9113;Bleue - Trévise;30;48.87578906564573,2.347289621829987
2014;Daunou - Louis le Grand;17;48.869113,2.332515
16041;Versailles - Claude Terrasse;46;48.84021933807409,2.263834191152959
11048;Place Mireille Havet;43;48.850533,2.383756
17104;Jardin Marguerite Long;22;48.8816985773914,2.2836575657129288
14127;Odessa - Départ;39;48.842885590081,2.3244281485677
14016;René Coty - Parc Montsouris;55;48.82479134498032,2.336124926805496
20047;Cours de Vincennes - Davout;48;48.847238029966,2.4107042336225
23006;Jules Guesde - Alsace;25;48.890566275506,2.2950777411461
15060;Place de la Montagne du Goulet;21;48.8443415,2.2773844
8008;Joseph Sansboeuf - Saint Lazare;18;48.87531563065266,2.3229019716382027
22013;Mairie de Neuilly sur Seine;31;48.88494728765838,2.2677031159400944
21708;Marcel Yol - Jullien;30;48.82537611802588,2.287235018058929
15123;Commerce - Letellier;44;48.84797660373612,2.2966245196598805
13126;Place Nationale - Château-des-Rentiers;18;48.829268,2.365212
13128;Quai de la Gare - Pont de Bercy;30;48.83730787972,2.3740861260598
4021;Centre Georges Pompidou;26;48.861419,2.352581
21319;Esplanade du Foncet - Camille Desmoulins;28;48.827090233494964,2.2606857866048813
14011;Place des Droits de l'Enfant;24;48.8274804,2.3319217
16012;Flandrin - Longchamp;42;48.86877849178477,2.274354539176829
12019;Gare de Reuilly - Picpus;28;48.84267354116789,2.3972943797707558
8110;Gare Saint-Lazare - Stockholm;32;48.877127316667654,2.322417162358761
18140;Porte de Clignancourt - Ney;40;48.899641123987095,2.344321422278881
3001;Beaumarchais - Saint-Gilles;51;48.8580378,2.3679352
14019;Sarrette - Général Leclerc;22;48.825030852925,2.3264128693982
11037;Faubourg Du Temple - Republique;38;48.867872484749,2.3648982158072
3005;Sainte-Elisabeth - Turbigo;33;48.86610337431042,2.359649240970612
26006;Bas - Gabriel Péri;30;48.91585580539625,2.2948095202445984
32019;Place du 8 mai 1945.;30;48.938882272105,2.3566243797541
28005;Jean Jaurès - Paul Lafargue;28;48.884933177666,2.2484488785267
10201;Magenta - Chabrol;24;48.876495350882,2.3560990020633
16201;Porte Dauphine;0;48.871139344351,2.2749781616017
12016;Saint-Mande - Picpus;35;48.845127728278,2.4015686296482
34013;Blanqui - Docteur Bauer;28;48.907735489085,2.3407192814591
48012;Stalingrad - Henri Luisette;26;48.78363092456589,2.366935946761926
23703;Gare de Chaville Rive Gauche;18;48.80516030434533,2.188277207314968
13015;Chevaleret - Louise Weiss;35;48.83258651335057,2.371211388119954
15053;Lecourbe - Convention;46;48.83923319241899,2.2915197908878326
20032;Square des Amandiers;12;48.86615630668046,2.3891324177384377
16033;Marché d'Auteuil;32;48.84842761367387,2.265253821160005
19014;Lorraine - Jean Jaurès;19;48.8863865,2.3825772
15014;Volontaires - Vaugirard;34;48.84132050184004,2.30808901725357
6009;Guynemer - Jardin du Luxembourg;36;48.8466127,2.3325478
30007;Pablo Picasso - Maurice Thorez;28;48.906887812943,2.4489325365198
51007;Résistance - Romain Rolland;28;48.950873482371,2.2310190077797
8031;Jean Mermoz - Champs-Elysées;33;48.869689856852,2.3107324540615
20035;Pyrénées - Ménilmontant;26;48.8693268535238,2.395084574818611
22209;Verdun - Henri Barbusse;24;48.802056061754,2.3159965061736
32305;Saint-Germain - Verdun;30;48.882877330093,2.4331868384644
22305;Jean Jaurès - Place du Dr Roux;35;48.927567032796,2.2947337017374
