N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
435;Parcial;Parcial;Ed viv Epifaneo Gonzalez;---;---;---;---;11006727.0;439958.94;4475293.77
436;Parcial;Parcial;---;---;---;---;---;11006726.0;439969.19;4475292.34
437;Parcial;Parcial;---;---;---;---;---;11006685.0;439969.62;4475270.35
438;Parcial;Parcial;---;---;---;---;---;11006684.0;439965.9;4475261.61
439;Parcial;Parcial;---;---;---;---;---;11006683.0;439963.34;4475255.6
440;Parcial;Parcial;---;---;---;---;---;11006688.0;439952.29;4475243.48
441;Ambiental;Ambiental;---;---;---;---;---;11006689.0;439944.28;4475244.38
444;Estructural;Estructural;---;---;---;---;---;11006719.0;440001.41;4475261.13
445;Estructural;Estructural;---;---;---;---;---;11006687.0;439979.25;4475240.65
446;Parcial;Parcial;---;---;---;---;---;11006044.0;440199.78;4475225.59
447;Parcial;Parcial;---;---;---;---;---;11006045.0;440214.51;4475223.3
448;Parcial;Parcial;---;---;---;---;---;11006046.0;440225.57;4475221.57
449;Integral;Integral;---;---;---;---;---;11006049.0;440238.79;4475185.61
450;Parcial;Parcial;---;---;---;---;---;11006048.0;440248.55;4475217.92
452;Parcial;Parcial;---;---;---;---;---;11006050.0;440214.41;4475183.15
453;Parcial;Parcial;---;---;---;---;---;11006051.0;440202.77;4475182.09
454;Parcial;Parcial;---;---;---;---;---;11006052.0;440193.88;4475181.25
455;Integral;Integral;---;---;---;---;---;11006053.0;440184.26;4475179.55
456;Estructural;Estructural;---;---;---;---;---;11006042.0;440174.99;4475187.38
458;Singular;Singular;Antigua Casa Capellanes;---;---;---;---;11006136.0;440104.83;4475484.65
459;Singular;Singular;Convento Salesas Nuevas;---;---;---;---;20006070.0;440113.82;4475408.75
461;Parcial;Parcial;---;---;---;---;---;11005952.0;440085.42;4475161.79
462;Estructural;Estructural;---;---;---;---;---;11005954.0;440111.28;4475153.97
463;Parcial;Parcial;---;---;---;---;---;11005955.0;440108.41;4475145.86
464;Parcial;Parcial;---;---;---;---;---;11005956.0;440105.07;4475136.41
465;Parcial;Parcial;---;---;---;---;---;11005957.0;440101.57;4475126.53
466;Parcial;Parcial;---;---;---;---;---;11005958.0;440099.31;4475120.15
467;Estructural;Estructural;---;---;---;---;---;11005959.0;440095.71;4475109.97
468;Integral;Integral;---;---;---;---;---;11005961.0;440069.89;4475084.61
469;Integral;Integral;---;---;---;---;---;11005963.0;440062.82;4475123.8
470;Estructural;Estructural;---;---;---;---;---;11005964.0;440062.67;4475138.98
471;Parcial;Parcial;---;---;---;---;---;11005965.0;440062.52;4475147.69
472;Estructural;Estructural;---;---;---;---;---;11006149.0;440208.48;4475473.29
473;Parcial;Parcial;---;---;---;---;---;11006150.0;440221.76;4475469.99
474;Parcial;Parcial;---;---;---;---;---;11006151.0;440230.86;4475467.71
475;Integral;Integral;---;---;---;---;---;11006152.0;440245.65;4475463.95
477;Ambiental;Ambiental;---;---;---;---;---;11006154.0;440274.28;4475456.52
478;Parcial;Parcial;---;---;---;---;---;11006139.0;440269.96;4475423.21
479;Parcial;Parcial;---;---;---;---;---;11006140.0;440253.64;4475425.7
480;Parcial;Parcial;---;---;---;---;---;11006141.0;440240.81;4475418.41
481;Estructural;Estructural;---;---;---;---;---;11006142.0;440238.17;4475398.59
483;Integral;Integral;---;---;---;---;---;11006145.0;440195.23;4475400.66
484;Ambiental;Ambiental;---;---;---;---;---;11006146.0;440192.54;4475429.38
485;Parcial;Parcial;---;---;---;---;---;11006208.0;440195.0;4475444.18
486;Parcial;Parcial;---;---;---;---;---;11006147.0;440196.28;4475451.86
487;Estructural;Estructural;---;---;---;---;---;11006148.0;440198.05;4475462.46
488;Parcial;Parcial;---;---;---;---;---;11005991.0;440116.41;4475139.31
490;Parcial;Parcial;---;---;---;---;---;11005969.0;440148.87;4475112.45
491;Ambiental;Ambiental;---;---;---;---;---;11005970.0;440156.86;4475103.05
492;Estructural;Estructural;---;---;---;---;---;11005972.0;440170.84;4475080.8
493;Parcial;Parcial;---;---;---;---;---;11005973.0;440163.21;4475073.57
494;Parcial;Parcial;---;---;---;---;---;11005974.0;440156.34;4475067.07
496;Parcial;Parcial;---;---;---;---;---;11005981.0;440109.79;4475063.79
497;Parcial;Parcial;---;---;---;---;---;11005982.0;440101.81;4475067.44
498;Parcial;Parcial;---;---;---;---;---;11005983.0;440095.86;4475070.01
499;Parcial;Parcial;---;---;---;---;---;11005985.0;440097.06;4475084.57
500;Parcial;Parcial;---;---;---;---;---;11005986.0;440100.99;4475095.5
501;Parcial;Parcial;---;---;---;---;---;11005987.0;440104.57;4475105.62
502;Parcial;Parcial;---;---;---;---;---;11005988.0;440106.13;4475110.02
503;Parcial;Parcial;---;---;---;---;---;11005989.0;440108.84;4475117.83
504;Parcial;Parcial;---;---;---;---;---;11005990.0;440112.41;4475128.27
511;Parcial;Parcial;---;---;---;---;---;11005886.0;440124.35;4475160.33
512;Parcial;Parcial;---;---;---;---;---;11005901.0;440149.22;4475167.4
513;Ambiental;Ambiental;---;---;---;---;---;11005900.0;440158.65;4475168.26
514;Estructural;Estructural;---;---;---;---;---;11005899.0;440167.41;4475169.01
515;Parcial;Parcial;---;---;---;---;---;11005898.0;440180.84;4475170.26
516;Parcial;Parcial;---;---;---;---;---;11005897.0;440193.36;4475171.42
517;Parcial;Parcial;---;---;---;---;---;11005896.0;440199.67;4475172.04
518;Parcial;Parcial;---;---;---;---;---;11005895.0;440206.3;4475172.71
520;Estructural;Estructural;---;---;---;---;---;11005879.0;440253.42;4475157.92
523;Parcial;Parcial;---;---;---;---;---;11005882.0;440268.88;4475171.71
524;Parcial;Parcial;---;---;---;---;---;11005883.0;440275.39;4475177.51
527;Parcial;Parcial;---;---;---;---;---;11005877.0;440241.24;4475146.41
528;Parcial;Parcial;---;---;---;---;---;11005876.0;440236.93;4475142.52
529;Ambiental;Ambiental;---;---;---;---;---;11005875.0;440233.86;4475140.11
530;Parcial;Parcial;---;---;---;---;---;11005874.0;440229.52;4475135.71
531;Estructural;Estructural;---;---;---;---;---;11005873.0;440220.93;4475128.06
532;Parcial;Parcial;---;---;---;---;---;11005872.0;440210.65;4475118.05
533;Parcial;Parcial;---;---;---;---;---;11005871.0;440206.78;4475114.4
535;Parcial;Parcial;---;---;---;---;---;11005869.0;440199.2;4475107.33
538;Parcial;Parcial;---;---;---;---;---;11005833.0;440165.94;4475107.18
539;Parcial;Parcial;---;---;---;---;---;11005832.0;440161.8;4475111.98
540;Parcial;Parcial;---;---;---;---;---;11005831.0;440153.8;4475121.65
541;Parcial;Parcial;---;---;---;---;---;11005830.0;440148.3;4475128.0
542;Parcial;Parcial;---;---;---;---;---;11005829.0;440140.67;4475137.12
543;Parcial;Parcial;---;---;---;---;---;11005828.0;440135.48;4475143.22
544;Parcial;Parcial;---;---;---;---;---;11005827.0;440130.91;4475148.65
545;Singular;Singular;Instituto Lope de Vega;---;---;---;---;20006088.0;440078.16;4475389.81
547;Parcial;Parcial;Col. Públ. Pi y Margal;---;---;---;---;11006158.0;440234.04;4475367.91
550;Integral;Integral;---;---;---;---;---;11006161.0;440223.84;4475328.5
551;Estructural;Estructural;---;---;---;---;---;11006163.0;440194.19;4475332.61
552;Parcial;Parcial;---;---;---;---;---;11006164.0;440178.95;4475334.78
553;Estructural;Estructural;---;---;---;---;---;11006165.0;440165.83;4475336.65
557;Estructural;Estructural;---;---;---;---;---;20006038.0;440324.17;4475197.76
558;Estructural;Estructural;---;---;---;---;---;11005849.0;440339.44;4475184.0
559;Estructural;Estructural;---;---;---;---;---;11005848.0;440324.94;4475171.15
560;Parcial;Parcial;---;---;---;---;---;11005847.0;440316.02;4475163.25
561;Parcial;Parcial;---;---;---;---;---;11005846.0;440304.27;4475152.75
562;Estructural;Estructural;---;---;---;---;---;11005845.0;440295.78;4475145.3
563;Parcial;Parcial;---;---;---;---;---;11005844.0;440286.06;4475136.71
564;Parcial;Parcial;---;---;---;---;---;11005843.0;440280.4;4475131.68
565;Parcial;Parcial;---;---;---;---;---;11005842.0;440274.59;4475126.5
566;Parcial;Parcial;---;---;---;---;---;11005841.0;440259.14;4475112.7
568;Ambiental;Ambiental;---;---;---;---;---;11005839.0;440243.32;4475098.77
570;Parcial;Parcial;---;---;---;---;---;11005837.0;440221.1;4475079.48
571;Parcial;Parcial;---;---;---;---;---;11005836.0;440210.82;4475070.28
572;Estructural;Estructural;---;---;---;---;---;11005835.0;440201.01;4475062.03
573;Integral;Integral;---;---;---;---;---;11005887.0;440164.47;4475038.1
574;Integral;Integral;---;---;---;---;---;11005888.0;440152.84;4475043.82
575;Integral;Integral;---;---;---;---;---;11005852.0;440172.05;4475069.17
576;Parcial;Parcial;---;---;---;---;---;11005853.0;440185.91;4475081.7
577;Demolición total;Integral;---;---;Decreto ruina inminente 02.11.2012. Demolición por el Ayuntamiento en ejecución subsidiaria. Orden de demolición el 03.12.2012.;711/2002/05387;---;11005854.0;440192.01;4475087.09
578;Parcial;Parcial;---;---;---;---;---;11005855.0;440197.68;4475091.89
579;Ambiental;Ambiental;---;---;---;---;---;11005856.0;440200.93;4475094.54
580;Ambiental;Ambiental;---;---;---;---;---;11005857.0;440209.85;4475103.1
581;Ambiental;Ambiental;---;---;---;---;---;11005858.0;440219.39;4475112.37
582;Parcial;Parcial;---;---;---;---;---;11005859.0;440236.0;4475127.79
583;Parcial;Parcial;---;---;---;---;---;11005860.0;440245.77;4475137.24
585;Parcial;Parcial;---;---;---;---;---;11005861.0;440270.77;4475159.95
586;Parcial;Parcial;---;---;---;---;---;11005862.0;440279.21;4475167.55
587;Parcial;Parcial;---;---;---;---;---;11005863.0;440287.93;4475175.39
588;Parcial;Parcial;---;---;---;---;---;11005864.0;440296.13;4475182.78
589;Parcial;Parcial;---;---;---;---;---;11005865.0;440303.73;4475189.63
590;Parcial;Parcial;---;---;---;---;---;11006171.0;440283.01;4475348.86
591;Integral;Integral;---;---;---;---;---;11006172.0;440298.02;4475346.72
592;Parcial;Parcial;---;---;---;---;---;11006175.0;440290.15;4475319.36
593;Parcial;Parcial;---;---;---;---;---;11006176.0;440283.18;4475320.54
594;Estructural;Estructural;---;---;---;---;---;11006169.0;440273.83;4475327.09
596;Parcial;Parcial;---;---;---;---;---;11005478.0;440360.71;4475437.07
597;Parcial;Parcial;---;---;---;---;---;11005479.0;440367.04;4475435.58
598;Parcial;Parcial;---;---;---;---;---;11005480.0;440380.38;4475432.45
600;Parcial;Parcial;---;---;---;---;---;11005482.0;440406.38;4475426.38
602;Estructural;Estructural;---;---;---;---;---;11005484.0;440449.92;4475415.8
603;Integral;Integral;---;---;---;---;---;11005485.0;440476.68;4475396.29
604;Estructural;Estructural;---;---;---;---;---;11005488.0;440445.88;4475362.96
605;Estructural;Estructural;---;---;---;---;---;11005489.0;440436.9;4475364.52
606;Parcial;Parcial;---;---;---;---;---;11005490.0;440425.55;4475365.6
607;Parcial;Parcial;---;---;---;---;---;11005491.0;440416.83;4475366.77
608;Parcial;Parcial;---;---;---;---;---;11005492.0;440408.53;4475368.31
609;Parcial;Parcial;---;---;---;---;---;11005493.0;440393.73;4475370.43
610;Parcial;Parcial;---;---;---;---;---;11005494.0;440387.72;4475371.08
611;Parcial;Parcial;---;---;---;---;---;11005495.0;440374.96;4475372.78
612;Integral;Integral;---;---;---;---;---;11005496.0;440356.91;4475375.18
613;Parcial;Parcial;---;---;---;---;---;11005497.0;440340.98;4475377.3
614;Integral;Integral;---;---;---;---;---;11005498.0;440321.82;4475379.91
615;Parcial;Parcial;---;---;---;---;---;11005472.0;440319.27;4475400.24
616;Parcial;Parcial;---;---;---;---;---;11005473.0;440320.92;4475412.39
617;Parcial;Parcial;---;---;---;---;---;11005474.0;440322.08;4475420.92
618;Parcial;Parcial;---;---;---;---;---;11005475.0;440325.27;4475430.26
619;Integral;Integral;---;---;---;---;---;11005486.0;440478.14;4475371.32
621;Parcial;Parcial;---;---;---;---;---;11005993.0;440084.1;4475338.61
622;Parcial;Parcial;---;---;---;---;---;11005994.0;440103.47;4475335.64
623;Estructural;Estructural;---;---;---;---;---;11005995.0;440122.67;4475333.34
624;Parcial;Parcial;---;---;---;---;---;11005998.0;440120.97;4475281.46
625;Parcial;Parcial;---;---;---;---;---;11005999.0;440108.34;4475283.28
626;Parcial;Parcial;---;---;---;---;---;11006000.0;440098.66;4475284.68
628;Parcial;Parcial;---;---;---;---;---;20005918.0;440314.29;4475363.26
630;Parcial;Parcial;---;---;---;---;---;11005501.0;440348.62;4475366.01
631;Parcial;Parcial;---;---;---;---;---;11005502.0;440361.14;4475364.33
633;Parcial;Parcial;---;---;---;---;---;11005504.0;440394.13;4475359.91
634;Estructural;Estructural;---;---;---;---;---;11005505.0;440408.01;4475358.04
635;Parcial;Parcial;Viv. de D. Matías Lopez;---;---;---;---;11005506.0;440429.65;4475355.08
636;Integral;Integral;---;---;---;---;---;11005507.0;440462.41;4475350.72
637;Parcial;Parcial;---;---;---;---;---;11005508.0;440471.54;4475329.37
638;Parcial;Parcial;---;---;---;---;---;11005509.0;440469.41;4475315.16
639;Estructural;Estructural;---;---;---;---;---;11005511.0;440456.37;4475296.12
640;Parcial;Parcial;---;---;---;---;---;11005512.0;440437.52;4475298.52
641;Parcial;Parcial;Edif. oficinas;---;---;---;---;11005513.0;440421.41;4475301.0
642;Parcial;Parcial;---;---;---;---;---;11005514.0;440408.12;4475302.86
643;Parcial;Parcial;---;---;---;---;---;11005515.0;440398.87;4475304.15
644;Parcial;Parcial;---;---;---;---;---;11005516.0;440379.65;4475306.84
646;Parcial;Parcial;---;---;---;---;---;11005518.0;440347.41;4475311.34
647;Parcial;Parcial;---;---;---;---;---;11005519.0;440336.17;4475312.91
649;Parcial;Parcial;---;---;---;---;---;11005521.0;440310.59;4475337.82
650;Parcial;Parcial;---;---;---;---;---;11005522.0;440312.95;4475353.99
651;Estructural;Estructural;---;---;---;---;---;11006177.0;440149.69;4475329.08
652;Parcial;Parcial;---;---;---;---;---;11006178.0;440162.32;4475327.33
653;Parcial;Parcial;---;---;---;---;---;11006179.0;440178.27;4475325.13
654;Estructural;Estructural;---;---;---;---;---;11006180.0;440191.45;4475323.31
655;Parcial;Parcial;---;---;---;---;---;11006182.0;440195.96;4475302.28
656;Parcial;Parcial;---;---;---;---;---;11006183.0;440194.39;4475289.31
657;Estructural;Estructural;---;---;---;---;---;11006184.0;440193.17;4475279.18
658;Estructural;Estructural;---;---;---;---;---;11006185.0;440178.09;4475273.63
659;Parcial;Parcial;---;---;---;---;---;11006186.0;440158.06;4475276.2
661;Parcial;Parcial;---;---;---;---;---;11006191.0;440141.06;4475309.95
662;Parcial;Parcial;La Industrial;---;---;---;---;11006066.0;440319.21;4475304.64
663;Parcial;Parcial;---;---;---;---;---;11006067.0;440340.01;4475302.54
664;Parcial;Parcial;---;---;---;---;---;11006069.0;440353.98;4475300.54
665;Parcial;Parcial;---;---;---;---;---;11006070.0;440364.62;4475299.02
666;Parcial;Parcial;---;---;---;---;---;11006071.0;440372.11;4475297.91
667;Parcial;Parcial;---;---;---;---;---;11006072.0;440384.3;4475296.23
668;Parcial;Parcial;---;---;---;---;---;11006073.0;440396.57;4475294.03
669;Parcial;Parcial;---;---;---;---;---;11006074.0;440411.14;4475292.36
670;Parcial;Parcial;---;---;---;---;---;11006075.0;440421.0;4475290.67
671;Parcial;Parcial;---;---;---;---;---;11006076.0;440431.59;4475289.28
672;Parcial;Parcial;---;---;---;---;---;11006077.0;440441.58;4475287.96
673;Estructural;Estructural;---;---;---;---;---;11006078.0;440456.9;4475285.9
674;Parcial;Parcial;---;---;---;---;---;11006080.0;440464.17;4475279.69
675;Parcial;Parcial;---;---;---;---;---;11006081.0;440461.84;4475265.46
676;Parcial;Parcial;---;---;---;---;---;11006082.0;440460.69;4475257.19
677;Parcial;Parcial;---;---;---;---;---;11006084.0;440447.57;4475235.88
678;Parcial;Parcial;---;---;---;---;---;11006085.0;440436.05;4475237.49
679;Parcial;Parcial;---;---;---;---;---;11006086.0;440424.2;4475239.15
680;Estructural;Estructural;---;---;---;---;---;11006087.0;440414.4;4475240.52
681;Parcial;Parcial;---;---;---;---;---;11006088.0;440406.18;4475241.67
683;Parcial;Parcial;---;---;---;---;---;11006090.0;440381.65;4475245.09
684;Parcial;Parcial;---;---;---;---;---;11006091.0;440372.27;4475246.4
685;Parcial;Parcial;---;---;---;---;---;11006092.0;440361.12;4475247.97
686;Parcial;Parcial;---;---;---;---;---;11006093.0;440346.78;4475250.01
687;Estructural;Estructural;---;---;---;---;---;11006095.0;440333.04;4475251.99
688;Estructural;Estructural;Pub;---;---;---;---;11006098.0;440301.73;4475262.9
689;Estructural;Estructural;---;---;---;---;---;11006096.0;440314.74;4475254.48
690;Parcial;Parcial;---;---;---;---;---;11006068.0;440344.87;4475301.84
691;Integral;Integral;---;---;---;---;---;11006206.0;440206.44;4475307.7
692;Parcial;Parcial;---;---;---;---;---;11006193.0;440231.75;4475317.57
693;Parcial;Parcial;---;---;---;---;---;11006194.0;440244.08;4475316.05
694;Ambiental;Ambiental;---;---;---;---;---;11006195.0;440254.45;4475314.59
696;Parcial;Parcial;---;---;---;---;---;11006198.0;440255.21;4475270.69
697;Parcial;Parcial;---;---;---;---;---;11006199.0;440254.79;4475267.98
701;Parcial;Parcial;---;---;---;---;---;11006204.0;440202.87;4475278.2
702;Parcial;Parcial;---;---;---;---;---;11006205.0;440204.34;4475288.72
703;Parcial;Parcial;---;---;---;---;---;11006100.0;440303.57;4475246.06
704;Parcial;Parcial;---;---;---;---;---;11006101.0;440322.3;4475243.65
705;Parcial;Parcial;---;---;---;---;---;11006102.0;440336.27;4475241.66
706;Parcial;Parcial;---;---;---;---;---;11006103.0;440351.75;4475239.43
707;Parcial;Parcial;---;---;---;---;---;11006104.0;440370.96;4475236.65
708;Parcial;Parcial;---;---;---;---;---;11006105.0;440378.31;4475235.54
709;Parcial;Parcial;---;---;---;---;---;11006106.0;440390.41;4475233.76
710;Ambiental;Ambiental;---;---;---;---;---;11006107.0;440400.65;4475232.8
711;Estructural;Estructural;---;---;---;---;---;11006108.0;440417.98;4475229.92
712;Parcial;Parcial;---;---;---;---;---;11006109.0;440426.97;4475228.72
713;Parcial;Parcial;---;---;---;---;---;11006110.0;440437.18;4475227.31
714;Estructural;Estructural;---;---;---;---;---;11006111.0;440449.57;4475225.61
715;Parcial;Parcial;---;---;---;---;---;11006113.0;440452.13;4475204.06
716;Parcial;Parcial;---;---;---;---;---;11006114.0;440450.98;4475194.41
717;Parcial;Parcial;---;---;---;---;---;11006116.0;440433.54;4475171.83
718;Estructural;Estructural;---;---;---;---;---;11006117.0;440415.1;4475178.04
719;Parcial;Parcial;---;---;---;---;---;11006118.0;440405.42;4475181.34
720;Parcial;Parcial;---;---;---;---;---;11006119.0;440395.71;4475184.64
721;Ambiental;Ambiental;---;---;---;---;---;11006120.0;440389.08;4475186.9
722;Parcial;Parcial;---;---;---;---;---;11006121.0;440378.29;4475190.42
723;Parcial;Parcial;---;---;---;---;---;11006122.0;440368.33;4475193.95
724;Parcial;Parcial;---;---;---;---;---;11006123.0;440357.01;4475197.8
725;Estructural;Estructural;---;---;---;---;---;11006124.0;440345.8;4475201.61
726;Estructural;Estructural;---;---;---;---;---;11006125.0;440334.47;4475205.48
727;Parcial;Parcial;---;---;---;---;---;11006126.0;440328.81;4475207.4
728;Estructural;Estructural;---;---;---;---;---;11006127.0;440322.49;4475208.66
729;Parcial;Parcial;---;---;---;---;---;11006128.0;440311.11;4475218.42
730;Parcial;Parcial;---;---;---;---;---;11006129.0;440297.62;4475220.32
731;Parcial;Parcial;---;---;---;---;---;11006055.0;440276.36;4475311.68
733;Parcial;Parcial;---;---;---;---;---;11006058.0;440292.39;4475280.22
